antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Bloodmoon Ursaluna ex TWM 141'}),frozenset({'Lumineon V BRS 40'}),0.29357798165137616,0.2981651376146789,0.13302752293577982,0.453125,1.5197115384615385,1.0,0.04549280363605758,1.2833551769331586,0.4841021047917601,0.29,0.22079248366013074,0.44963942307692306
frozenset({'Lumineon V BRS 40'}),frozenset({'Bloodmoon Ursaluna ex TWM 141'}),0.2981651376146789,0.29357798165137616,0.13302752293577982,0.4461538461538462,1.5197115384615385,1.0,0.04549280363605758,1.2754841997961264,0.4872661708361506,0.29,0.215984015984016,0.44963942307692306
frozenset({'Squawkabilly ex PAL 169'}),frozenset({'Bloodmoon Ursaluna ex TWM 141'}),0.3623853211009174,0.29357798165137616,0.12844036697247707,0.35443037974683544,1.2072784810126582,1.0,0.022052015823583876,1.0942615578341428,0.2692702980472765,0.24347826086956526,0.08614170639487093,0.3959651898734177
frozenset({'Bloodmoon Ursaluna ex TWM 141'}),frozenset({'Squawkabilly ex PAL 169'}),0.29357798165137616,0.3623853211009174,0.12844036697247707,0.4375,1.2072784810126582,1.0,0.022052015823583876,1.1335372069317025,0.2430426716141002,0.24347826086956526,0.11780575539568346,0.3959651898734177
frozenset({'Bloodmoon Ursaluna ex TWM 141'}),frozenset({'Terapagos ex SCR 128'}),0.29357798165137616,0.11467889908256881,0.11009174311926606,0.375,3.27,1.0,0.07642454338860366,1.41651376146789,0.9826839826839827,0.36923076923076925,0.29404145077720206,0.6675
frozenset({'Terapagos ex SCR 128'}),frozenset({'Bloodmoon Ursaluna ex TWM 141'}),0.11467889908256881,0.29357798165137616,0.11009174311926606,0.96,3.2699999999999996,1.0,0.07642454338860366,17.66055045871558,0.7841105354058722,0.36923076923076925,0.9433766233766233,0.6675
frozenset({'Wellspring Mask Ogerpon ex TWM 64'}),frozenset({'Bloodmoon Ursaluna ex TWM 141'}),0.10550458715596331,0.29357798165137616,0.10550458715596331,1.0,3.40625,1.0,0.07453076340375389,inf,0.7897435897435897,0.359375,1.0,0.6796875
frozenset({'Bloodmoon Ursaluna ex TWM 141'}),frozenset({'Wellspring Mask Ogerpon ex TWM 64'}),0.29357798165137616,0.10550458715596331,0.10550458715596331,0.359375,3.40625,1.0,0.07453076340375389,1.3962855224882524,1.0,0.359375,0.28381410256410255,0.6796875
frozenset({'Dusknoir SFA 20'}),frozenset({'Fezandipiti ex SFA 38'}),0.11926605504587157,0.7064220183486238,0.11926605504587157,1.0,1.4155844155844157,1.0,0.035013887719888906,inf,0.33333333333333337,0.16883116883116883,1.0,0.5844155844155844
frozenset({'Fezandipiti ex SFA 38'}),frozenset({'Dusknoir SFA 20'}),0.7064220183486238,0.11926605504587157,0.11926605504587157,0.16883116883116883,1.4155844155844155,1.0,0.035013887719888906,1.0596330275229358,1.0000000000000002,0.16883116883116883,0.056277056277056266,0.5844155844155844
